Model_Name,Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc
1D_CNN,7,0.3569957886922507,0.8418230792252769,0.3856775294467575,0.8278209118582618
1D_CNN,8,0.34553207744512926,0.8486467997776732,0.38030827042688464,0.8311044224783665
1D_CNN,9,0.33513990180755093,0.8537517636495788,0.37597657921506933,0.8348325751616102
1D_CNN,10,0.32668595860301974,0.8592158707084527,0.3741590608918325,0.8379792728392106
1D_CNN,11,0.3194008472764562,0.8622001795715935,0.37102660795371556,0.8384581181379759
1D_CNN,12,0.31213697315388783,0.8661079994869383,0.36997189296353233,0.8383555084310976
1D_CNN,13,0.30579802275157597,0.870007268374022,0.371513161169511,0.8403050928617847
1D_CNN,14,0.2995243019085003,0.8729915772371628,0.3712318419908643,0.8414680028730718
1D_CNN,15,0.29408648359606837,0.8763264782590107,0.3700642017128081,0.8410233608099327
1D_CNN,16,0.2882804565298903,0.8791654196417119,0.3723772332170624,0.8417416287580806
1D_CNN,17,0.283437229488745,0.8815169524135277,0.373689931451889,0.8412969866949414
1D_CNN,18,0.27875006985830525,0.8842276283723117,0.3743964808245391,0.8414680028730718
1D_CNN,19,0.2737835088234999,0.8870580187267519,0.3755291144264484,0.8409207511030543
1D_CNN,20,0.2694070833313128,0.8894437556116123,0.379336756297794,0.8415364093443239
1D_CNN,21,0.26486651547126666,0.8919406558638676,0.3802152359390216,0.8422888805280979
1D_CNN,22,0.26082384965919153,0.8941468211552439,0.38065591043611635,0.8403392960974109
1D_CNN,23,0.25653673860043485,0.8964213946727094,0.3855249540562481,0.8412285802236892
1D_CNN,24,0.25264864030051104,0.8982684167771174,0.39224299641079075,0.8408865478674282
1D_CNN,25,0.248582680612526,0.9002693573902262,0.39378034284133023,0.8406471252180456
1D_CNN,26,0.24468090786451333,0.9024327675402967,0.3996834380164634,0.8399288572698977
1D_CNN,27,0.24109561030474505,0.9046132797468895,0.40364344242875994,0.8401682799192803
1D_CNN,28,0.2370388338528263,0.9067253837273932,0.40592170233814084,0.8395184184423846
1D_CNN,29,0.23339990894523008,0.9086322630296293,0.40888304612756193,0.8380818825460888
1D_CNN,30,0.2293424459078949,0.910282611484031,0.4151353605750827,0.8372952081266888
GlobalMaxPool,1,0.682481228005071,0.5615802300226602,0.6659615183082901,0.6049526285186578
GlobalMaxPool,2,0.636876258800047,0.6424473042883406,0.6034580906834286,0.6771214556897083
GlobalMaxPool,3,0.5706305323484399,0.7037325238359913,0.5471369116263982,0.7225775558367822
GlobalMaxPool,4,0.5190910174940023,0.7414938646372227,0.5088032554592606,0.7495639087457674
GlobalMaxPool,5,0.48299571526168306,0.7670785411945786,0.48293747623066985,0.7656394294900297
GlobalMaxPool,6,0.45734137092855204,0.7834110051733721,0.4645598386482358,0.7752847419365873
GlobalMaxPool,7,0.43839249272549147,0.7953567916541964,0.4516389432052347,0.785819338509423
GlobalMaxPool,8,0.4238727567622903,0.8038394116892557,0.4420374200131819,0.7902657591408148
GlobalMaxPool,9,0.41201352062397206,0.8107400914960023,0.4334757371559088,0.7974142353866676
GlobalMaxPool,10,0.40235692496414727,0.8168540767027235,0.428380082154252,0.7992612101104765
GlobalMaxPool,11,0.3941722977596675,0.8212664072854761,0.421680179521389,0.8041864760406334
GlobalMaxPool,12,0.38708819310301934,0.8250716148616871,0.4182230347496265,0.8056572151725553
GlobalMaxPool,13,0.38068026897844975,0.828928128607465,0.4136826735101117,0.8079488319595034
GlobalMaxPool,14,0.3748501900178787,0.8319722946684339,0.41320070194599506,0.8100010260970688
GlobalMaxPool,15,0.3695686482448933,0.8353413998033263,0.4076896827287867,0.8124978622977733
GlobalMaxPool,16,0.36445372889171257,0.8384368720338621,0.4056810143871616,0.8132503334815474
GlobalMaxPool,17,0.35998473083627874,0.8406002821839326,0.4041494511881552,0.815370934090365
GlobalMaxPool,18,0.355797263705576,0.8429176108427039,0.4031118156513462,0.8167048602797825
GlobalMaxPool,19,0.3518275860873349,0.8451494292188636,0.4000159766903841,0.8184834285323391
GlobalMaxPool,20,0.34801506827119083,0.8472529821711061,0.3984367692279323,0.8189622738311044
GlobalMaxPool,21,0.34469357513847265,0.849040147077686,0.3978000751279523,0.819954167664261
GlobalMaxPool,22,0.3414034237383145,0.8510325366625336,0.39806839033635616,0.8205356226699045
GlobalMaxPool,23,0.33812238243245046,0.8526743340886742,0.39506056854131794,0.8227246297499744
GlobalMaxPool,24,0.33500292944471854,0.8541365599213305,0.39449022405490947,0.8234086944624962
GlobalMaxPool,25,0.3319293577254438,0.8563598272692291,0.3940329807550077,0.8249136368300442
GlobalMaxPool,26,0.32907976843332276,0.8575997263670957,0.39315026297420697,0.8250504497725485
GlobalMaxPool,27,0.32641161052804246,0.8591987686519303,0.39282448642960155,0.8251530594794267
GlobalMaxPool,28,0.32401570948194003,0.8607807088802428,0.3928592640314211,0.8255292950713138
GlobalMaxPool,29,0.3214211422350995,0.8621403223737655,0.3922084310703729,0.8262133597838356
GlobalMaxPool,30,0.3189491928034042,0.8633716704433708,0.39297683981997444,0.8262817662550878
Optimized_Hybrid,1,0.6412334280544311,0.6131856855786908,0.5633641937756199,0.7072203030406676
Optimized_Hybrid,2,0.5116448676590228,0.7475907477874214,0.4730639108926681,0.7754899613503438
Optimized_Hybrid,3,0.4443255768432252,0.7935183205780495,0.4309633753926972,0.7996032424667373
Optimized_Hybrid,4,0.4059951674306707,0.8160075249048698,0.4062257890517895,0.8134213496596778
Optimized_Hybrid,5,0.3799013878312523,0.830997477446663,0.39242567650559185,0.8193385094229915
Optimized_Hybrid,6,0.3614274779571586,0.8403180982513148,0.37946988906070817,0.8278551150938879
Optimized_Hybrid,7,0.3468539886700602,0.8485954936081064,0.37450368115121296,0.8330198036734275
Optimized_Hybrid,8,0.3356852969575282,0.8559750309974774,0.36425523917440245,0.8376030372473235
Optimized_Hybrid,9,0.3250985026456398,0.8625336696737783,0.35942527372998445,0.84078393816055
Optimized_Hybrid,10,0.3166551288667896,0.8666039591260849,0.3558340210140243,0.8425625064131067
Optimized_Hybrid,11,0.3084310921524726,0.8712471674718885,0.3591510069334797,0.8439990423094025
Optimized_Hybrid,12,0.3017659451372428,0.8738295780067553,0.35609676294655906,0.8441700584875329
Optimized_Hybrid,13,0.29486210802080615,0.8783103168155971,0.3532755556737577,0.8465300817457332
Optimized_Hybrid,14,0.28854578537395414,0.8808927273504639,0.35849856708527394,0.8461880493894722
Optimized_Hybrid,15,0.2842725762564709,0.8833468724614135,0.3497236406319558,0.8475219755788898
Optimized_Hybrid,16,0.2782552001347746,0.8868185899354397,0.35104674738572367,0.8473509594007593
Optimized_Hybrid,17,0.2725451344799285,0.8900936337594596,0.3527201209180996,0.849505763245203
Optimized_Hybrid,18,0.2672108994670328,0.8927786566334601,0.35499353356541935,0.8467353011594897
Optimized_Hybrid,19,0.26323174983944714,0.8950361280944034,0.35722811325865195,0.8486164791189247
Optimized_Hybrid,20,0.2583842484243276,0.8979434777031938,0.36230927116078976,0.8466668946882375
Optimized_Hybrid,21,0.25344984167362933,0.9000384796271752,0.36220750822639947,0.8470089270444984
Optimized_Hybrid,22,0.24919686520589954,0.9026636453033478,0.3659766982193093,0.8482744467626637
Optimized_Hybrid,23,0.24471554743626397,0.9051348924708196,0.36622973504497686,0.8471457399870028
Optimized_Hybrid,24,0.24098023091051027,0.9069220573773996,0.368327395562561,0.8484796661764203
Optimized_Hybrid,25,0.23789396281997005,0.9085467527470178,0.3789010121936767,0.8469405205732462
Optimized_Hybrid,26,0.23311322100173515,0.9116165718927701,0.3715513012830563,0.8477956014638984
Optimized_Hybrid,27,0.228238237096294,0.9141647783145923,0.36672666386841674,0.8462564558607244
Optimized_Hybrid,28,0.22686599632666585,0.9146094317841721,0.379276126357107,0.8475219755788898
Optimized_Hybrid,29,0.22072166910934093,0.9178417204668862,0.38022500324474334,0.8477271949926463
Optimized_Hybrid,30,0.21782745259007116,0.9184402924451666,0.3940484919163378,0.8457092040907069
