Experiment,Epoch,Train_Loss,Val_Acc
ResNet-34 (No Scheduler),83,0.0007211364937298,28.045789043336057
ResNet-34 (No Scheduler),84,0.0007367071814571,28.12755519215045
ResNet-34 (No Scheduler),85,0.0007867670385167,28.045789043336057
ResNet-34 (No Scheduler),86,0.0008422042891059,27.88225674570728
ResNet-34 (No Scheduler),87,0.0007211337096321,28.15481057508858
ResNet-34 (No Scheduler),88,0.0006965427107744,28.29108748977923
ResNet-34 (No Scheduler),89,0.0007195273776153,27.855001362769148
ResNet-34 (No Scheduler),90,0.000718315470579,28.20932134096484
ResNet-34 (No Scheduler),91,0.0007212458509931,27.936767511583536
ResNet-34 (No Scheduler),92,0.000659241056343,28.40010902153175
ResNet-34 (No Scheduler),93,0.0006525014486649,28.727173616789315
ResNet-34 (No Scheduler),94,0.0006251127765331,28.12755519215045
ResNet-34 (No Scheduler),95,0.0006454944633372,27.609702916325976
ResNet-34 (No Scheduler),96,0.0005983703997512,28.454619787408014
ResNet-34 (No Scheduler),97,0.0005759971666797,27.800490596892885
ResNet-34 (No Scheduler),98,0.0005972485999455,28.182065958026712
ResNet-34 (No Scheduler),99,0.0006457766948227,28.15481057508858
ResNet-34 (No Scheduler),100,0.0006073948698189,28.23657672390297
ResNet-50 (No Scheduler),1,3.7565,3.38
ResNet-50 (No Scheduler),2,3.6413,4.66
ResNet-50 (No Scheduler),3,3.4896,7.58
ResNet-50 (No Scheduler),4,3.3584,7.36
ResNet-50 (No Scheduler),5,3.2019,9.08
ResNet-50 (No Scheduler),6,3.0902,10.77
ResNet-50 (No Scheduler),7,2.8946,11.04
ResNet-50 (No Scheduler),8,2.7529,12.86
ResNet-50 (No Scheduler),9,2.5614,17.2
ResNet-50 (No Scheduler),10,2.3786,15.64
ResNet-50 (No Scheduler),11,2.1776,14.5
ResNet-50 (No Scheduler),12,1.9538,13.0
ResNet-50 (No Scheduler),13,1.6377,15.34
ResNet-50 (No Scheduler),14,1.4338,17.72
ResNet-50 (No Scheduler),15,1.1934,11.45
ResNet-50 (No Scheduler),16,0.9623,17.85
ResNet-50 (No Scheduler),17,0.7011,13.79
ResNet-50 (No Scheduler),18,0.4793,14.69
ResNet-50 (No Scheduler),19,0.2939,18.59
ResNet-50 (No Scheduler),20,0.1701,19.11
ResNet-50 (No Scheduler),21,0.1246,21.12
ResNet-50 (No Scheduler),22,0.0642,19.98
ResNet-50 (No Scheduler),23,0.0379,21.78
ResNet-50 (No Scheduler),24,0.0299,22.68
ResNet-50 (No Scheduler),25,0.0164,22.43
ResNet-50 (No Scheduler),26,0.0123,22.68
ResNet-50 (No Scheduler),27,0.0203,21.42
ResNet-50 (No Scheduler),28,0.0176,22.54
ResNet-50 (No Scheduler),29,0.012,22.16
ResNet-50 (No Scheduler),30,0.0098,23.33
ResNet-50 (No Scheduler),31,0.0099,22.62
ResNet-50 (No Scheduler),32,0.0069,22.89
ResNet-50 (No Scheduler),33,0.0054,22.65
ResNet-50 (No Scheduler),34,0.0043,23.39
ResNet-50 (No Scheduler),35,0.0045,23.17
ResNet-50 (No Scheduler),36,0.004,23.68
ResNet-50 (No Scheduler),37,0.0046,23.09
ResNet-50 (No Scheduler),38,0.0044,23.17
ResNet-50 (No Scheduler),39,0.0045,22.92
ResNet-50 (No Scheduler),40,0.0044,22.43
