epoch,train_loss,val_loss,val_miou
1,0.5828317237454791,0.5803723484277725,0.5028669089078903
2,0.4651966351409291,0.39368996024131775,0.7074267789721489
3,0.4727376692516859,0.3618081696331501,0.723153717815876
4,0.3958405554294586,0.37900007888674736,0.7072645202279091
5,0.38038480281829834,0.36057738959789276,0.7130950279533863
6,0.40272461709588075,0.3448478430509567,0.729249618947506
7,0.40293768776017563,0.3868539333343506,0.7050510719418526
8,0.37399980980296466,0.3662646859884262,0.7001871652901173
9,0.36171835071818775,0.338775223121047,0.7306398823857307
10,0.36931048992068266,0.36155540868639946,0.6699454747140408
11,0.3859605068384215,0.35142532363533974,0.6898456886410713
12,0.359150787079057,0.3294151984155178,0.7365197837352753
13,0.3409688548986302,0.33216267824172974,0.7150019370019436
14,0.3559744378855062,0.31833270005881786,0.7617632374167442
15,0.3614822321159895,0.33161091431975365,0.6863073296844959
16,0.3505480164705321,0.30288419499993324,0.7990667372941971
17,0.3429577901612881,0.32558736205101013,0.7014809306710958
18,0.3462710217681042,0.34131387807428837,0.6822874378412962
19,0.34800111242505005,0.31194899789988995,0.7381842210888863
20,0.3442373157933701,0.34381465055048466,0.6637254487723112
21,0.35681635903757675,0.295693539083004,0.7965784147381783
22,0.32673323189103326,0.30910439789295197,0.7308225594460964
23,0.32419536903847096,0.28818975016474724,0.7764957174658775
24,0.30307510287262673,0.29525108076632023,0.7777332440018654
25,0.29423580474631733,0.2891553118824959,0.7532418221235275
26,0.3072058672821799,0.28234937228262424,0.7655863016843796
27,0.3155151446198308,0.2986958622932434,0.737314447760582
28,0.2960982513289119,0.3274604380130768,0.6891831066459417
29,0.3072652847960938,0.2861838135868311,0.7580830827355385
30,0.3000947476126427,0.2871020380407572,0.7430989295244217
31,0.2844265169182489,0.2987458072602749,0.7022563330829144
32,0.29169459155825683,0.2950925324112177,0.7211655639111996
33,0.25665390907331953,0.28210856951773167,0.7441876754164696
34,0.29148108529490097,0.26529556699097157,0.8056063428521156
35,0.3006976745849432,0.2797306813299656,0.7571505680680275
36,0.3059100917605467,0.29795377887785435,0.7078921692445874
37,0.2937970331241918,0.2729408908635378,0.7646162882447243
38,0.2728788859622423,0.26550663635134697,0.7911255285143852
39,0.2827954843293789,0.2838711366057396,0.737589705735445
40,0.2781559211570163,0.2891958374530077,0.7173443716019392
41,0.2946390672478565,0.2660510689020157,0.7632879465818405
42,0.2507256383812705,0.27305421233177185,0.7710645794868469
43,0.26480274179647134,0.26815024204552174,0.7651179656386375
44,0.2971596177234206,0.25129716098308563,0.794361025094986
45,0.2519573330186134,0.2527646813541651,0.7781336233019829
46,0.25914994609910386,0.2505531944334507,0.7897722944617271
47,0.270788196907487,0.264385923743248,0.7858707159757614
48,0.2968008986046148,0.2317059002816677,0.8116394057869911
49,0.27801100389901984,0.25941401347517967,0.771176315844059
50,0.24803305538587792,0.2895382735878229,0.7072870321571827
51,0.2749128792175027,0.2671237252652645,0.7758644074201584
52,0.2619410832954008,0.24256378132849932,0.7899641022086143
53,0.2542079520779987,0.261082049459219,0.7655437886714935
54,0.24235310180242672,0.2570787761360407,0.7836257517337799
55,0.27057388112988584,0.23366023413836956,0.823837161064148
56,0.2597196829873462,0.29468000680208206,0.724155567586422
57,0.25249744016070697,0.23388946056365967,0.8159931525588036
58,0.2603545850792596,0.2741326941177249,0.7317519076168537
59,0.24240013471869534,0.2557285111397505,0.7831446677446365
60,0.2569286684657252,0.24727698415517807,0.7472783699631691
61,0.23298394177542175,0.2533426396548748,0.7666983567178249
62,0.24032310067221177,0.28088878467679024,0.7641688957810402
63,0.2387561082493427,0.21648854110389948,0.8104417100548744
64,0.24011613255323366,0.24278859980404377,0.8100491464138031
65,0.24328411387842755,0.23990983329713345,0.8142136111855507
66,0.22252079238032185,0.24417894892394543,0.7953689470887184
67,0.2393348281120145,0.22909056302160025,0.8137456104159355
68,0.24468788175388825,0.2506082523614168,0.7669106088578701
69,0.25400442734014156,0.24098496045917273,0.7763948999345303
70,0.21198773245478786,0.27453942224383354,0.7551334798336029
71,0.2487663132853286,0.21919596008956432,0.8094214797019958
72,0.22973068612952566,0.2515352414920926,0.7689285278320312
73,0.23676357834145081,0.2616331912577152,0.7399204932153225
74,0.24207552193209184,0.2713779406622052,0.750899501144886
75,0.2162872048657994,0.23282825388014317,0.8056124597787857
76,0.23108371312535086,0.21899692807346582,0.8322465047240257
77,0.22027776078429334,0.25667755864560604,0.7362148091197014
78,0.23955976200658222,0.27213997300714254,0.7503478452563286
79,0.20658297715492027,0.24760660249739885,0.7582077756524086
80,0.22472546769436016,0.25582025945186615,0.7622076496481895
81,0.21479751273643138,0.2569490633904934,0.756512776017189
82,0.2034832603016565,0.21508772391825914,0.811925508081913
83,0.22021120214878126,0.26927647087723017,0.7354036197066307
84,0.22098814921323642,0.22715094219893217,0.7985369861125946
85,0.2017369557951772,0.23305581230670214,0.7756173741072416
86,0.21656655173662098,0.2603603033348918,0.734683845192194
87,0.22767060388659321,0.23736313264817,0.7539646774530411
88,0.23793479089820108,0.19939053198322654,0.8420828208327293
89,0.20164412606594173,0.21723497472703457,0.8465911224484444
90,0.20272627715454544,0.2623983444646001,0.7382203415036201
91,0.2180804767927458,0.2538840854540467,0.7743078283965588
92,0.21474618326092876,0.25060647912323475,0.7474471256136894
93,0.20486024091410082,0.21258678659796715,0.8217390477657318
94,0.19686824932347896,0.2666146056726575,0.7292277775704861
95,0.20263881877411244,0.22836939431726933,0.8021588921546936
96,0.22419987740211708,0.19513303507119417,0.8542636036872864
97,0.18045665150464968,0.210432474501431,0.8239700198173523
98,0.2237637162555096,0.22869588900357485,0.7901109606027603
99,0.21177534724390784,0.21296914899721742,0.8188701570034027
100,0.21620767321004425,0.2644571643322706,0.743201345205307
