epoch,train_loss,val_loss,val_miou
1,0.6034522666487583,0.617422565817833,0.40764452889561653
2,0.46470674733782924,0.4436793401837349,0.6301558688282967
3,0.38764797809512114,0.361750066280365,0.6242554392665625
4,0.36035839970721756,0.3451608940958977,0.617296447744593
5,0.3395572422548782,0.3475963957607746,0.6391362166032195
6,0.34006776539392247,0.3199598714709282,0.6341863152338192
7,0.31263394480527834,0.326004346832633,0.694525733590126
8,0.31420864060867665,0.33155821822583675,0.6669688057154417
9,0.31174096534418505,0.33482840098440647,0.6435625148005784
10,0.29236564525338105,0.2836364395916462,0.7012777496129274
11,0.28453997851804247,0.3140929117798805,0.6721993200480938
12,0.27757671163525693,0.30592875741422176,0.6554993009194732
13,0.2689459060513696,0.30005871318280697,0.7099818959832191
14,0.2709476095299388,0.26407380402088165,0.7614036872982979
15,0.2723168592120326,0.2896950803697109,0.691632280126214
16,0.2674087982538135,0.3013802506029606,0.6619063164107502
17,0.2562687546014786,0.2888279817998409,0.6930397599935532
18,0.27540492872859157,0.2684357017278671,0.7176635824143887
19,0.26093479748382126,0.2613677866756916,0.6967051308602095
20,0.25497399062611337,0.26904420740902424,0.7385845929384232
21,0.2410807786292808,0.2865107823163271,0.6573020634241402
22,0.23627877062143282,0.2912650741636753,0.6396887032315135
23,0.23649661069692568,0.24484617449343204,0.7497605979442596
24,0.24819472640059714,0.25667673721909523,0.6977103911340237
25,0.2412888587907303,0.2955097109079361,0.6121673347661272
26,0.22303434825220772,0.27419265918433666,0.6886187391355634
27,0.24343361757522405,0.24552482925355434,0.7288462501019239
28,0.227619310797647,0.2571903560310602,0.6941376137547195
29,0.21454339006612466,0.2481774464249611,0.7063981853425503
30,0.2314997097087461,0.27321935817599297,0.6312502860091627
31,0.21998576646627382,0.2613234128803015,0.7380746267735958
32,0.21732793783032617,0.25222490169107914,0.6811233325861394
33,0.1950455380733623,0.2563236318528652,0.6809344841167331
34,0.20191944754400917,0.24024339020252228,0.6944571789354086
35,0.19808720156203868,0.22028810158371925,0.757416270673275
36,0.19298705805179683,0.23217486031353474,0.7506246939301491
37,0.19196104691472166,0.23184690810739994,0.6980195138603449
38,0.20054742936478104,0.2311051096767187,0.7073787208646536
39,0.19059330328952434,0.24083520658314228,0.696544986218214
40,0.19790389510088188,0.20264107640832663,0.7582529857754707
41,0.1896126512871232,0.2772416938096285,0.5983977815485559
42,0.1797398127788721,0.1995990127325058,0.7549691796302795
43,0.18676666360954905,0.2321007139980793,0.7100492864847183
44,0.18686303201802942,0.24034562800079584,0.6745416224002838
45,0.18572330110987953,0.23509256169199944,0.7426462806761265
46,0.19438600436199543,0.1812840737402439,0.8149685263633728
47,0.16684952239657558,0.23927393462508917,0.6905484423041344
48,0.2082262657756029,0.19283691979944706,0.7451795190572739
49,0.19627365036759264,0.19738102331757545,0.7659159079194069
50,0.17779526599617893,0.22892849799245596,0.7148840166628361
