threshold,Overall_Avg_IoU,Class_n02085620-Chihuahua,Class_n02085782-Japanese_spaniel,Class_n02085936-Maltese_dog,Class_n02086079-Pekinese,Class_n02086240-Shih-Tzu,Class_n02086646-Blenheim_spaniel,Class_n02086910-papillon,Class_n02087046-toy_terrier,Class_n02087394-Rhodesian_ridgeback,Class_n02088094-Afghan_hound,Class_n02088238-basset,Class_n02088364-beagle,Class_n02088466-bloodhound,Class_n02088632-bluetick,Class_n02089078-black-and-tan_coonhound,Class_n02089867-Walker_hound,Class_n02089973-English_foxhound,Class_n02090379-redbone,Class_n02090622-borzoi,Class_n02090721-Irish_wolfhound,Class_n02091032-Italian_greyhound,Class_n02091134-whippet,Class_n02091244-Ibizan_hound,Class_n02091467-Norwegian_elkhound,Class_n02091635-otterhound,Class_n02091831-Saluki,Class_n02092002-Scottish_deerhound,Class_n02092339-Weimaraner,Class_n02093256-Staffordshire_bullterrier,Class_n02093428-American_Staffordshire_terrier,Class_n02093647-Bedlington_terrier,Class_n02093754-Border_terrier,Class_n02093859-Kerry_blue_terrier,Class_n02093991-Irish_terrier,Class_n02094114-Norfolk_terrier,Class_n02094258-Norwich_terrier,Class_n02094433-Yorkshire_terrier,Class_n02095314-wire-haired_fox_terrier,Class_n02095570-Lakeland_terrier,Class_n02095889-Sealyham_terrier,Class_n02096051-Airedale,Class_n02096177-cairn,Class_n02096294-Australian_terrier,Class_n02096437-Dandie_Dinmont,Class_n02096585-Boston_bull,Class_n02097047-miniature_schnauzer,Class_n02097130-giant_schnauzer,Class_n02097209-standard_schnauzer,Class_n02097298-Scotch_terrier,Class_n02097474-Tibetan_terrier,Class_n02097658-silky_terrier,Class_n02098105-soft-coated_wheaten_terrier,Class_n02098286-West_Highland_white_terrier,Class_n02098413-Lhasa,Class_n02099267-flat-coated_retriever,Class_n02099429-curly-coated_retriever,Class_n02099601-golden_retriever,Class_n02099712-Labrador_retriever,Class_n02099849-Chesapeake_Bay_retriever,Class_n02100236-German_short-haired_pointer,Class_n02100583-vizsla,Class_n02100735-English_setter,Class_n02100877-Irish_setter,Class_n02101006-Gordon_setter,Class_n02101388-Brittany_spaniel,Class_n02101556-clumber,Class_n02102040-English_springer,Class_n02102177-Welsh_springer_spaniel,Class_n02102318-cocker_spaniel,Class_n02102480-Sussex_spaniel,Class_n02102973-Irish_water_spaniel,Class_n02104029-kuvasz,Class_n02104365-schipperke,Class_n02105056-groenendael,Class_n02105162-malinois,Class_n02105251-briard,Class_n02105412-kelpie,Class_n02105505-komondor,Class_n02105641-Old_English_sheepdog,Class_n02105855-Shetland_sheepdog,Class_n02106030-collie,Class_n02106166-Border_collie,Class_n02106382-Bouvier_des_Flandres,Class_n02106550-Rottweiler,Class_n02106662-German_shepherd,Class_n02107142-Doberman,Class_n02107312-miniature_pinscher,Class_n02107574-Greater_Swiss_Mountain_dog,Class_n02107683-Bernese_mountain_dog,Class_n02107908-Appenzeller,Class_n02108000-EntleBucher,Class_n02108089-boxer,Class_n02108422-bull_mastiff,Class_n02108551-Tibetan_mastiff,Class_n02108915-French_bulldog,Class_n02109047-Great_Dane,Class_n02109525-Saint_Bernard,Class_n02109961-Eskimo_dog,Class_n02110063-malamute,Class_n02110185-Siberian_husky,Class_n02110627-affenpinscher,Class_n02110806-basenji,Class_n02110958-pug,Class_n02111129-Leonberg,Class_n02111277-Newfoundland,Class_n02111500-Great_Pyrenees,Class_n02111889-Samoyed,Class_n02112018-Pomeranian,Class_n02112137-chow,Class_n02112350-keeshond,Class_n02112706-Brabancon_griffon,Class_n02113023-Pembroke,Class_n02113186-Cardigan,Class_n02113624-toy_poodle,Class_n02113712-miniature_poodle,Class_n02113799-standard_poodle,Class_n02113978-Mexican_hairless,Class_n02115641-dingo,Class_n02115913-dhole,Class_n02116738-African_hunting_dog
0.1,0.5614565514182486,0.47476208945397164,0.5627046283324981,0.5259671463480455,0.48576958143901044,0.46331679604662346,0.48203033681420965,0.5550973220698043,0.6215831102601115,0.37328058645516254,0.5873589784362425,0.4656421286055804,0.5695219349635859,0.5699821244560427,0.5449815283325343,0.6535097964432793,0.5372082931157167,0.6853880600567843,0.4624007404812723,0.6332701165890531,0.6235704507022429,0.5017527763181076,0.5939051041714988,0.6935298158340961,0.4755206157548839,0.6975698884274444,0.46922791897285754,0.6271108010456921,0.464238715673322,0.589152461378957,0.6165801221481472,0.6796809051527024,0.43281802458319013,0.6174590429743032,0.6259394287938711,0.5451829089437347,0.4972072678847067,0.47516809681515904,0.6423444742133715,0.5851236723383567,0.7544188223585138,0.613240475359456,0.5092863770407344,0.585806670592911,0.5229965672413551,0.5569978534192058,0.5665077398237897,0.6726690281656669,0.4816908880251233,0.6053848826111452,0.6359048002274619,0.587059022772696,0.5225835994761635,0.40800012137077407,0.5599612092581125,0.5976213029273114,0.7522157776692971,0.4731421802413026,0.48286110036576135,0.49723288664863113,0.6016379277719528,0.5052771507548083,0.556035879483604,0.5725388446504254,0.6365310112413327,0.5137603887436762,0.5179359515837462,0.6443136652036735,0.44380141910943155,0.6334078717275887,0.5874079583578738,0.6869256964704327,0.6687894385617774,0.6680982398376114,0.6146543828184039,0.49732056824410265,0.5953363406822991,0.4676171302569399,0.6017830188843055,0.5123262742733278,0.5001545823413629,0.5844195724675991,0.5527065062863559,0.6738438309150742,0.5276662478543085,0.5435157011037537,0.6268484808073088,0.5017133193416364,0.6073514836762172,0.5668228540120983,0.5031069371727772,0.6778304266273009,0.5252561055059408,0.5483304875618321,0.6563448569366954,0.5556713165464389,0.6738517416829672,0.477138961777117,0.5022091615525601,0.3863019395354562,0.4526434083033036,0.654146531226578,0.5402098406877405,0.4845591813141503,0.5624453114153692,0.6593363213328017,0.5401596032749003,0.5043658655460633,0.5689942856540802,0.5119063473863006,0.6318503888665027,0.6271786050308841,0.4363769874953709,0.4690794267759403,0.5838067582794535,0.5522268975198339,0.6045833145778888,0.629454969138593,0.41689850676705476,0.520850577443847,0.6146902733694729
0.2,0.4672959747488276,0.47531289875060756,0.4591119026041053,0.3967189929660825,0.40035950061117065,0.39817630595466424,0.40986787755816667,0.42756085252431497,0.4858781891155357,0.323997048740552,0.5842242532677703,0.3986832972103018,0.491767315007629,0.4675152712167051,0.47831491753837996,0.5187935694397575,0.42977379019383477,0.4807221014083612,0.41134025084405057,0.5887733349780844,0.6015702959825149,0.40818924855089084,0.5395774099331241,0.5465690008351658,0.43859058733940576,0.565558227787067,0.41213617902625793,0.5907095183137413,0.3815941910253568,0.46913219754863195,0.4811622376367966,0.49878948015595687,0.3615267658818384,0.5756007372869305,0.4748456597100922,0.37653731736426566,0.36405703892198915,0.3486303542939333,0.46537623668915495,0.4926322383348327,0.611858206167584,0.4459339015605761,0.4264136920342746,0.433457921245501,0.4124026490074747,0.42733266526731084,0.4343213562647528,0.5541449925621704,0.3877758472524328,0.4479725983447066,0.500933712222104,0.49397834977866556,0.5069044004818066,0.42907111166310896,0.45615214488663697,0.5535423858330342,0.6996159293391611,0.3938607270072268,0.40245835036090727,0.429357392784176,0.5832463661658103,0.4464510002995932,0.5052718733435058,0.5197292484825639,0.5258810507391012,0.4320461542167219,0.4331500469462573,0.5136772550217117,0.4119818461511125,0.5606299157582526,0.49988483663454353,0.6403254001926981,0.5064322292224597,0.4805224861616176,0.5418168528199512,0.3958150973135583,0.4670013961787463,0.4072456192637854,0.5272809673581503,0.4121188627608238,0.42093238504888725,0.39854050652622275,0.42863741127571836,0.665147313219332,0.4419417993079538,0.4419209452010112,0.5370329699816521,0.41495927593109005,0.4655299342442669,0.433279951723515,0.42394979196502425,0.5594108042946544,0.4580079950573973,0.447433331617093,0.5583218212380897,0.4289433572045981,0.6035969600825397,0.3668477283792328,0.4295514885207946,0.3316923140483071,0.4201725167252322,0.48386539182012334,0.3864238647824355,0.4247689855586499,0.5272957182087421,0.5774030724553667,0.5134857879916624,0.42277652667881804,0.44509449528103806,0.35116111983990517,0.5670521066037251,0.4915894355724624,0.37541945137763566,0.3596405310786035,0.43468179332123685,0.47702092789974077,0.47972982319620927,0.4624781435642656,0.3283547125900398,0.5184924524518515,0.4952585963515978
0.3,0.38001600857477075,0.42548983986633704,0.3702265944218481,0.30547229007738047,0.33962379655276936,0.32773920766047787,0.36964220701941475,0.3285937917337947,0.3833524906829407,0.31651651077120213,0.5405527584227214,0.35386700623722106,0.4220214084109869,0.3489265457425381,0.4147298317008613,0.40783136563432415,0.3517745497812652,0.3228510253819606,0.36804100784006344,0.4946764967884206,0.5240551116880783,0.35074108193735465,0.4360036528879309,0.3989424821766892,0.335890425931937,0.40725542721393077,0.35799671251866205,0.5310769547090339,0.32122750587141874,0.3833922825582202,0.38665148292275586,0.39989703474441785,0.3045441230198494,0.5186502186442846,0.3951222051253677,0.28219622937903827,0.3233198120524929,0.26078669121529024,0.3844702318498565,0.3910671032673856,0.4650275608259795,0.3542582284414972,0.35987613932313256,0.3207331874713426,0.32892272744385115,0.333608472829194,0.3422597070546115,0.4039722689575157,0.3010637804382984,0.32691766553703233,0.3747297077217283,0.4036716819873907,0.4453960706761827,0.3756084197683234,0.35283758339325455,0.43770729341344927,0.5866089994965293,0.33977797925485415,0.3268910218597331,0.35459264648258826,0.4977262644496596,0.38123869389678355,0.4070582663452641,0.41034083290752327,0.427224569170674,0.3557824536886452,0.3513099219930369,0.4050577834117145,0.3623081614127125,0.4557192183365427,0.37369950766054266,0.5411966891269244,0.4038106835789434,0.38393102983954763,0.4008332419605993,0.32051211753848075,0.3390166892911975,0.35598971652717426,0.4836750500199972,0.33265423032782293,0.3537368520806543,0.3197176477352214,0.2999239074422493,0.5767222853927377,0.3625057576173008,0.32319230377822455,0.4398180687055423,0.35502807821385546,0.31633894970032195,0.3216069664469248,0.3491224845956683,0.42931037533177285,0.3809725736882419,0.35647647686997436,0.4167214905189329,0.33918823286995403,0.49611642712809323,0.2890763364417753,0.3524024137170157,0.3243269309601762,0.372870141334339,0.3578216137582893,0.3085461849097271,0.386824136179295,0.45101418885104144,0.4804262150044806,0.4514437993034018,0.33678643682612686,0.32627285128162786,0.2595118580461316,0.47485205148963533,0.3718605777119729,0.3253408306194011,0.2983632567709037,0.3028887066408942,0.41998488577868426,0.3422968818583313,0.35630461324274604,0.256508697509901,0.4924199640847555,0.41851682023537107
0.4,0.30279940992708787,0.36046119817920313,0.28969976049095064,0.24110970003660803,0.283841931316953,0.24421003321099266,0.31677604446989305,0.25730033682167247,0.2952758678730747,0.31451995715711994,0.4302773573990004,0.2978716673208579,0.3484002125099147,0.24223482526428763,0.35516587692286894,0.2932111925943525,0.2543175855373603,0.24307313272779635,0.32984931737418255,0.39123485211191117,0.4441007816754972,0.30154241077348276,0.3305307683895981,0.3062413301201458,0.2724941650560514,0.29636178150531706,0.30346149320500493,0.4473922095009071,0.27414596355663984,0.3014192476022077,0.29429151530199854,0.29663106733531835,0.2527204102540039,0.45495092462213965,0.30911116530406446,0.22672057447472396,0.26552209009412026,0.19467927645263128,0.31214511179257326,0.31096479204437766,0.3836847616397477,0.27207384567150295,0.30117980503064024,0.22139543968215802,0.2568405950635724,0.26084390333627405,0.2841160282045148,0.2923897109835684,0.2483650529480212,0.24876239259365968,0.29163845297480073,0.32078869459882,0.37978613222112717,0.3124802949952842,0.28040802624169336,0.3128004190697439,0.4267526836169859,0.28351143522300537,0.2490303317157104,0.2879729823786968,0.40307957977948145,0.32843693688508,0.32729757640368373,0.3078764033051534,0.3373140748717235,0.2860863471474239,0.2866105036295855,0.31877564642832434,0.31700236735748577,0.3729410200340949,0.3125772716317238,0.3958346621660406,0.3173819727016382,0.32498062376432263,0.27362843113245616,0.2562258414469577,0.25721492917719097,0.3047062748375766,0.39791896591525616,0.26178995185235204,0.2975646997370981,0.2589987070486398,0.21605186690499592,0.4229207018724191,0.2866504706162565,0.2588880278938618,0.3339037984029036,0.2967222127603537,0.18939850629997257,0.24694437110330894,0.2856841512741112,0.28477737973440603,0.3034720503469862,0.28772292081778683,0.2980092752561879,0.270881816509558,0.3964342259618689,0.22223603515168233,0.2898200688399275,0.30308866975732424,0.31791677025655896,0.28366630919341956,0.24111428483331837,0.32565793139040233,0.3843359709282515,0.37924822356742,0.3773005686311396,0.2754799611436718,0.2323492587904445,0.19670151651644602,0.3703167155668735,0.28126546700537636,0.2646285529585977,0.2483875997339579,0.2366040818636888,0.3497071187682255,0.26678394092111696,0.2826225946690317,0.20141645823985255,0.4311482192877622,0.35234939365846046
0.5,0.23572713851870958,0.28675871850191903,0.2240800545489187,0.17554140674186755,0.224475884858294,0.19270134982220083,0.25771923116891193,0.20060086748225464,0.2274776773463396,0.28866965824727336,0.334087349343137,0.25135546688693694,0.27050817350662737,0.1915831373135382,0.3051172780753665,0.20751469846421342,0.18754446449376033,0.16951534968233226,0.27323076782624434,0.31190858495894097,0.363496319379062,0.24904666146297813,0.2648051915129261,0.22022953019645436,0.21403703148816225,0.2150312784501697,0.2514140187924354,0.3567406177578716,0.22358873617882055,0.23892961011166225,0.21675861116620304,0.2100101041770624,0.20324899520083456,0.3814399398312164,0.22951188871347025,0.1735990536245537,0.2113174571132693,0.14399492183022577,0.2572118599481264,0.2516377026765933,0.2977447374623768,0.2107685057986648,0.24256752623526054,0.1513900174572864,0.19466363169064502,0.19752683938866106,0.22536921739525542,0.2334614036956359,0.19267107594036753,0.1864795308238283,0.23743036070773318,0.23506954595043966,0.30272511697720794,0.24225483502354656,0.22403422769881,0.23624786869175313,0.33366507744187573,0.22545011863459247,0.19204668614400844,0.22543713882185262,0.3109809403992616,0.28758037963095123,0.2519248670636177,0.2533250426791669,0.2593715913975778,0.21842848617918928,0.2273898402135508,0.2481784173937469,0.2545028301033924,0.24468183791389464,0.25956048882141336,0.256023460028191,0.21024883745174944,0.2365202473166088,0.22034782642219636,0.20669261376927298,0.18615460999080063,0.21820889849584663,0.3189801327485744,0.19560533329030722,0.2469936033701065,0.21177437118257378,0.16249390447532902,0.28913625594583087,0.22962295929853077,0.20587377088255193,0.2456780895297214,0.23142658587197823,0.1411811177260739,0.1849902320524613,0.22219134634239976,0.2097323989303586,0.2321993471197704,0.2316686508087961,0.1978043643265362,0.20760389338275415,0.28185920611816045,0.1677581345989275,0.23411075417269195,0.2708506672523024,0.27545280396954247,0.21427023366419834,0.18451316356004613,0.27678574851959153,0.31552947880544135,0.3075056268093018,0.30166166364973385,0.21642726557580047,0.17357058158488056,0.14890139885191433,0.29411648676516705,0.21481900111108213,0.20993914304491917,0.18006518549162065,0.1863729428659458,0.2868384537915665,0.18492888062949642,0.19905065559908452,0.15525249316234305,0.3581287509515333,0.29002721828379796
0.6,0.17543604824325335,0.21619788011176239,0.16445532209489072,0.128363434992055,0.15287075768565045,0.13877930525607482,0.18197445986850577,0.14681811410723758,0.16701060705703044,0.23276027428597282,0.24853086634020558,0.20800247607156988,0.20043699574437474,0.1514435930747586,0.23452303033663227,0.14639964377774464,0.14180589306859176,0.1286488761503606,0.21481796962532423,0.2457095350300958,0.28199636045058685,0.2007502916227723,0.20788914221998772,0.1376796957917965,0.16136367214189282,0.1593822827837093,0.1966943429127573,0.2710102433635323,0.1668662675381028,0.18916699807602938,0.16301825125759759,0.15115458351538008,0.15378670905191352,0.2975166994139081,0.1638634597776109,0.12880521588501548,0.16505112198792163,0.10239854719348326,0.17869588595788954,0.19761982329632632,0.19923805302051195,0.15254662827223447,0.184420296521784,0.10885926891808757,0.14210468635707862,0.1425833222514733,0.16664015326171874,0.1705224221313273,0.14217008398855144,0.13421750875423938,0.18240220165292223,0.16987934634355992,0.23126308412373678,0.16192515623994036,0.1546087219869224,0.17247671874140785,0.2707202541459258,0.17375827490662327,0.13830656211586015,0.16772610565589782,0.23379536399605919,0.22570032129552872,0.17686964422875256,0.1937127283865148,0.19303275355593413,0.16359959542997562,0.16646564075220782,0.18681195615064689,0.18499685901103552,0.17451368497557532,0.20120412512043942,0.1764717575965714,0.15747533208666878,0.18191621389242602,0.16567873048333073,0.15844096852431006,0.12685370545021046,0.13906733076896055,0.23186720423431795,0.14141435447649248,0.22163853030905253,0.15991453601177116,0.11590724761616818,0.2216829535641441,0.17259336198605024,0.15162467941755084,0.16850923603026619,0.17303018532173203,0.09777002601611842,0.13700979838711774,0.1606953795841995,0.14321861629768784,0.16900186497523836,0.17526012274673763,0.1403158848577652,0.14774787191553776,0.18762710770188948,0.12296899149952659,0.1803539987913589,0.22977217477630502,0.22580699951434738,0.14263725182019288,0.1448824326519542,0.22079723371711696,0.24662642549448194,0.22263644083845963,0.19874788762898843,0.16084320960506318,0.12409424346956854,0.10419558975518246,0.2277000691383603,0.15793128197243048,0.1576199903353591,0.13846850876188074,0.13714027493503056,0.2229181767759668,0.13135533519197268,0.14663046713801614,0.11364044539992853,0.2507147812834393,0.2297804272336303
0.7,0.11778250150511023,0.1461834662041416,0.09259717641258065,0.0876686904625616,0.09731878052981466,0.0886133957285465,0.11534896517191048,0.08595571890970259,0.11402599401729256,0.17097399074640135,0.14791303652395663,0.13695754630712226,0.131982605975006,0.11753682194146153,0.1510234503928585,0.09276554981487646,0.0976808441560982,0.08633532524719803,0.15035763420057513,0.17534672597624665,0.19026661114104831,0.149525119706985,0.1441283242913281,0.08891209217140464,0.11031641789628432,0.08482746389098789,0.13814154265437947,0.17381561917307006,0.11397396287941972,0.1316272107177481,0.11327808537008204,0.1056419861062492,0.10473665503166785,0.19526321293599994,0.10525394952762776,0.08950504574935927,0.11265689946545528,0.06587322428768452,0.12075138822131297,0.13774558478954138,0.11012192075026628,0.10372675280817165,0.12742603681897904,0.07232775679343456,0.09487024036770074,0.0906458906305028,0.11497121424437928,0.10775358871465754,0.09245559560251906,0.09077686271243661,0.13136277904656474,0.10991007310591876,0.15537428773493733,0.10623829376131244,0.101163204447444,0.11864744154907196,0.17125780509092556,0.12403438952867749,0.0926593259001671,0.11011819363896987,0.1666882414872492,0.1717778518028509,0.11557398854277631,0.12890720950606782,0.10722532903844437,0.10830738303812917,0.11258033448082576,0.1302587639392338,0.10255308209132537,0.11823739959061194,0.149238498948148,0.11869503024073084,0.10364946114465243,0.10727933462995201,0.10960561900635324,0.1070811438205519,0.08124737839301426,0.08907657763994699,0.1633050305884865,0.09246284204506092,0.16272705457701245,0.11152257604845281,0.07705819747390563,0.144193744998439,0.10405596132493596,0.09813172958942265,0.10182895491014221,0.10862279308729758,0.05986529649388239,0.09155097452034819,0.1073282360877571,0.10242328165746464,0.10095576544565828,0.10866859089455536,0.09446168367561776,0.0969004025308964,0.11685738302578312,0.0829237281292537,0.1263319423142267,0.16617275586314284,0.16894860696732086,0.09208379989609525,0.11041026709548385,0.1545295451201633,0.16983425490388881,0.16414637890412997,0.13098576029448455,0.10959679567465148,0.07700537902592551,0.06568364208599294,0.16304806648403383,0.10935723795159753,0.1109675771800492,0.11026152851709907,0.09104967439656746,0.15706975608469062,0.08647180162569348,0.09824811440516408,0.07662497730679241,0.17917647716668397,0.1734012189310882
0.8,0.06560799595252798,0.06760068486517005,0.03134126789223175,0.0509636128587622,0.05210049652454085,0.04573125771008797,0.06081886754872869,0.04558092700968344,0.05268193629438075,0.10809319319753186,0.0638281835258253,0.07350310860451754,0.05574526381791091,0.0831700507810633,0.062398130497564964,0.05279807579795977,0.04774344896042369,0.044998657411918885,0.08681026205310031,0.11578522312146673,0.11201097871518406,0.10933725952376908,0.09276812674162446,0.04753686110833184,0.05575740586818915,0.050295770443277855,0.0814115766049525,0.10429779436899614,0.06228268370273947,0.07273760197808213,0.06319221802933957,0.06686123445213082,0.055715929628538316,0.10863138886296982,0.05442989399032323,0.05544818336977514,0.05434745330961073,0.03288374165044439,0.07956078732372143,0.06486236814144498,0.0673313025217169,0.05518217873696727,0.07482900553083971,0.03733652447806457,0.052480142619711054,0.04777179430280367,0.06685248888484854,0.05177282709230108,0.04615720930275617,0.05125978196097031,0.06924072566312667,0.060363400827929195,0.0926867222244556,0.05954188169461674,0.04914039206164329,0.07239825766658306,0.11213219290114271,0.07619343846090942,0.046985471799049806,0.058902920015661296,0.10273694777698168,0.09979098485542323,0.050663635962693035,0.06913064191515403,0.056669399816205314,0.05462719967159774,0.0648135599682132,0.07793841756343187,0.05434587503529374,0.06754033500978093,0.09366164207977253,0.058372503207133275,0.050582684041752514,0.05683004594129679,0.061440803426787816,0.043146735394817684,0.04391686708704757,0.050536558617463735,0.0960441843663296,0.049093022725286276,0.107575474801505,0.0629077103497129,0.044104777892577954,0.0773393536076548,0.0542972236157961,0.051657319347003364,0.056767323009860704,0.06239436735351891,0.03143564141955747,0.05089559784555592,0.061893932352035476,0.0625826677897493,0.055589841976599386,0.06762443148935463,0.05937309556340942,0.05314632547807284,0.06196302959584301,0.04729402370030233,0.06389207965483407,0.11325891323658036,0.07786714164627292,0.050562680328889775,0.027493517208158513,0.08518701529250718,0.07982031512861372,0.10033244438721863,0.06991535040232741,0.06771782736251256,0.03996232491144539,0.0327753280631329,0.10454288531362957,0.061646080789226135,0.06453293268245183,0.08143033396274754,0.05327202045107573,0.0997640749591386,0.046646343065798665,0.05066779667511796,0.04215886156918926,0.09665352969949867,0.11751497083000681
0.9,0.023032995582000143,0.022332378874245884,0.007999498877414595,0.017542992603498918,0.01812060603211931,0.015178657944903005,0.01927913721930198,0.016119285059540776,0.0187362652973558,0.027432010986497286,0.019661309161706927,0.02377175484051825,0.01645822473994623,0.04181790430325834,0.015897564019545698,0.018836149026414253,0.01429240071186431,0.011811526699450155,0.0370421394723993,0.06486507164824942,0.04618567805518171,0.04087346901266013,0.040984911040871166,0.01679311250222112,0.016926284670173992,0.016611207973297945,0.029491176803303938,0.03057590485683904,0.025593962226502585,0.022581261190794823,0.025600685157034026,0.024336188748957745,0.017986130046800254,0.040713903967621146,0.017535027108832223,0.020519462258538183,0.015177610874318246,0.009641922818500527,0.04325071918123662,0.016620782930068183,0.01597227530105549,0.01884290823303056,0.031040694205211522,0.012114668138714592,0.014253660350410957,0.016403607894436255,0.02941540907184777,0.014949639116241082,0.013738703777593031,0.014636558045715823,0.018338609310567532,0.02125667952938572,0.027239216403117484,0.01953796225827958,0.017256762543744614,0.030573231144713126,0.029552370038791364,0.03338838840682452,0.013379959456962413,0.02355517882290629,0.0403122692758868,0.03538260254824658,0.016741570848818256,0.023534352038425153,0.018123600058392347,0.015545311238183677,0.019556177902456527,0.03718216167246075,0.016916135701729385,0.024799887041105938,0.03951436377586558,0.02358735200981113,0.01910260980905198,0.020068265949074175,0.019675394770243992,0.013334816922544726,0.013839448935710753,0.021030961508027784,0.03069176134850631,0.015199628026512091,0.030780997589963034,0.022490531823866566,0.018121242582433965,0.03411065295706453,0.01644721613505825,0.01689759634758502,0.019885409122103487,0.022433416925284867,0.009315725999397267,0.016427541174374234,0.026021376179538584,0.016517542974660675,0.01486443296315885,0.031508902769990715,0.031413779578151016,0.017378702649734123,0.019746575207215233,0.016485785035772322,0.022462735805018695,0.03310533740289592,0.02317401035347536,0.012732210554093987,0.007604600752951869,0.027427799111811053,0.030291776448004747,0.032321444697889286,0.020302662122843283,0.019442811623910403,0.011245242854999095,0.009639167362041528,0.054872907864115986,0.02186854661723388,0.023484924779444832,0.028976922012723845,0.023767263603332978,0.04253290608351,0.016590994136941515,0.013285423593223818,0.012575857851140421,0.028481478475048692,0.04214558534542552
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
